game,date,player 0,score 0,player 1,score 1,player 2,score 2,player 3,score 3,player 4,score 4,player 5,score 5,player 6,score 6,player 7,score 7
373,5,1062,4,506,2,463,8,1874,7,3039,1,5339,3,,,,
374,5,4767,1,3504,2,129,9,3553,7,5723,9,1048,6,100,1,,
375,5,3530,5,518,8,1869,9,4651,2,3671,5,989,4,430,7,,
376,5,10,4,4627,7,2740,2,5258,0,2098,1,5390,1,3700,9,,
377,5,5642,2,5342,9,1494,8,412,4,4618,8,2746,2,3500,0,,
378,5,5430,0,3043,5,4696,2,3033,0,3053,2,3042,0,3046,2,,
379,5,5733,0,2705,0,485,0,506,0,430,0,596,0,,,,
380,5,596,0,3037,0,583,1,3047,5,3028,2,460,0,3017,0,,
381,5,1888,1,636,8,3051,2,440,2,3033,5,3048,6,1829,5,,
382,5,4805,5,5240,2,5421,4,479,1,37,2,4010,0,593,1,,
383,5,4040,8,4074,0,4583,5,2644,8,45,6,3967,5,5259,7,,
384,5,5431,4,52,8,4631,0,4643,2,3500,9,2069,4,5398,6,,
385,5,5557,5,5088,1,2653,5,4659,4,5262,8,4028,2,3557,0,,
386,5,1943,4,4973,5,3703,7,471,5,4672,7,2685,4,,,,
387,5,513,1,2026,8,4580,0,2660,6,3966,5,3523,6,4577,8,,
388,5,2715,7,5371,9,1975,5,108,6,4061,2,2155,7,2176,7,,
389,5,4683,8,427,8,4615,1,4686,7,4598,5,1890,9,4675,6,,
390,5,4025,0,3713,1,4116,8,551,7,5272,5,4777,5,2689,9,,
391,5,595,5,4612,7,2673,4,3926,5,3050,8,3037,6,472,3,,
392,5,4651,0,1048,2,,,,,,,,,,,,
393,5,5437,2,3519,7,2098,5,5256,2,3711,8,,,,,,
394,5,5242,6,3452,8,999,2,2026,0,3590,2,4968,2,5736,4,,
395,5,5390,1,4631,5,1494,7,484,5,2740,1,3530,3,,,,
396,5,3020,8,3042,7,3054,2,4163,5,4696,5,3053,9,583,7,,
397,5,2669,5,3481,5,4745,7,412,8,518,8,420,6,,,,
398,5,2018,1,4767,2,4618,7,3504,1,129,8,,,,,,
399,5,3043,4,439,7,3033,3,3047,8,483,5,2168,7,,,,
400,5,100,5,4576,5,1965,2,5342,7,2076,8,10,0,5333,0,,
401,5,5718,5,4040,5,5723,9,3553,4,4580,4,1796,9,,,,
402,5,4010,2,3671,5,593,5,1473,3,443,7,5240,2,636,4,,
403,5,3967,4,1829,5,2644,5,45,7,5259,5,1773,3,,,,
404,5,4643,4,3534,9,52,2,5431,8,2069,4,10,3,,,,
405,5,989,2,5642,3,5258,2,3936,1,,,,,,,,
406,5,3051,0,4700,1,4583,2,616,6,4030,1,5689,1,,,,
407,5,5088,0,4659,7,3557,3,4028,5,5262,9,,,,,,
408,5,4731,4,4577,5,108,5,2026,3,2998,2,4699,5,,,,
409,5,2660,5,2685,8,5371,8,4061,7,479,2,5538,5,4598,9,,
410,5,2176,2,1943,5,2182,8,4672,3,2155,6,3703,5,,,,
411,5,471,7,4615,0,4686,4,2702,9,1975,7,427,5,1890,6,,
412,5,4606,3,5736,8,3590,8,2018,7,5557,6,4168,4,1048,7,,
413,5,472,0,2673,2,458,1,551,2,3050,9,451,5,,,,
414,5,3042,5,3054,0,3053,5,4696,5,4163,0,583,3,556,2,,
415,5,2669,1,2715,0,3504,2,5256,2,484,8,4576,4,4618,4,,
416,5,4163,0,466,5,3035,1,3056,1,439,1,2168,5,,,,
417,5,412,5,2740,5,4116,5,4745,1,3481,0,420,1,3020,1,,
418,5,1874,3,4054,7,5339,3,463,7,3002,2,5291,6,5241,4,,
419,5,506,1,4163,3,5733,0,460,3,603,2,636,3,3046,2,,
420,5,1784,1,4968,3,3037,0,430,1,5272,3,999,2,2705,8,,
421,5,5296,2,2644,9,4583,8,443,5,3936,3,593,3,3671,9,,
422,5,3500,9,4659,7,2026,5,4028,2,3534,9,2685,1,4061,5,,
423,5,2098,1,4577,7,4651,1,989,4,5431,5,5258,4,1773,9,,
424,5,100,4,2652,0,2069,0,4789,1,129,8,518,2,5723,5,,
425,5,5342,4,1965,1,3553,1,4580,2,5718,1,4040,1,1796,6,,
426,5,2176,6,4598,5,1890,9,2069,7,52,5,5371,9,1473,5,,
427,5,3423,8,4643,2,3967,2,1975,9,1472,5,2155,8,2702,8,,
428,5,3507,3,3703,9,471,3,2182,9,427,9,3546,7,1943,2,,
429,5,3574,5,2098,0,70,5,134,2,4651,1,3711,7,5088,4,,
430,5,614,5,4700,5,2660,0,3043,8,3555,5,3925,1,,,,
431,5,129,0,3504,0,4618,0,4659,0,4781,0,2005,0,,,,
432,5,5242,5,5333,0,1892,3,4631,1,1494,8,484,0,5390,2,,
433,5,2076,6,4672,8,5421,2,3609,8,1056,2,,,,,,
434,5,472,1,566,2,616,5,3059,3,2732,1,2734,1,,,,
435,5,3037,1,1829,1,3057,3,3051,4,2998,4,568,7,,,,
436,5,595,2,513,1,585,5,4025,5,2701,1,3926,2,524,2,,
437,5,4168,2,4606,1,5736,2,1869,3,4631,2,,,,,,
438,5,3044,2,3061,2,4696,2,19,8,3042,9,3058,8,,,,
439,5,2736,8,2822,2,5642,6,2632,5,4011,7,3526,4,,,,
440,5,458,2,3047,7,3933,2,2673,5,4010,4,136,6,2168,5,,
441,5,3054,3,3041,2,3056,1,3050,6,439,7,3060,0,5367,1,,
442,5,4731,2,4959,1,3053,1,4074,2,5411,2,3020,1,,,,
443,5,5557,3,5993,2,4576,2,4745,5,412,7,484,5,,,,
444,5,483,2,4597,0,451,2,3002,1,420,0,583,2,551,0,,
445,5,5436,2,3048,2,3583,2,5241,4,463,8,1874,1,5339,2,,
446,5,5291,5,2701,3,4116,4,4955,6,5538,2,466,2,2669,7,,
447,5,420,9,2026,9,5431,8,3671,3,2098,5,4577,4,2685,7,,
448,5,5272,2,3936,2,2644,6,5296,3,4061,6,4054,5,4597,2,,
449,5,4959,0,4745,0,458,0,4074,0,439,0,1064,0,,,,
450,5,636,9,2705,9,4651,2,3911,2,999,7,4968,4,593,6,,
451,5,3553,5,4789,3,1821,2,1965,3,2069,3,462,9,,,,
452,5,2155,6,2702,5,5718,5,5258,2,5342,8,2176,4,1796,8,,
453,5,1472,9,2182,6,5723,8,70,3,45,4,1975,4,4646,8,,
454,5,556,1,3063,1,3629,8,551,7,3060,1,4021,2,3046,7,,
455,5,4598,6,3967,6,2153,7,518,7,3546,5,4580,6,5088,7,,
456,5,3925,2,5323,2,3574,5,4583,8,614,3,3555,8,3711,8,,
457,5,1056,4,2660,2,1494,7,3504,7,2717,1,5390,4,1078,6,,
458,5,2998,6,585,4,5238,5,3590,5,2058,4,1775,2,5436,6,,
459,5,548,1,4700,2,460,0,1784,3,,,,,,,,
460,5,3065,4,472,1,3059,5,3987,2,2734,2,3033,4,568,5,,
461,5,4025,1,4696,9,19,6,3064,2,3037,2,3042,8,3043,7,,
462,5,152,3,451,5,2076,7,2629,5,134,8,4672,8,3609,8,,
463,5,4606,1,2822,1,5421,2,2657,5,1773,3,4168,2,2663,6,,
464,5,3020,0,4190,4,483,0,3933,2,4026,7,5400,5,2168,2,,
465,5,412,5,2740,1,484,8,3002,1,100,2,1874,1,,,,
466,5,3041,2,2041,3,3054,2,3058,2,5241,3,410,2,3062,2,,
467,5,5360,7,5736,1,2736,5,2632,5,102,1,3455,7,3526,1,,
468,5,5993,2,3583,0,4577,1,4116,3,463,2,5431,1,,,,
469,5,3020,1,3052,1,3057,1,3061,1,3069,0,4714,5,583,0,,
470,5,420,7,3671,6,2098,8,4651,5,2685,5,4054,5,2669,4,,
471,5,2155,9,2702,9,4061,6,1821,8,1965,4,2175,6,2176,8,,
472,5,462,7,4671,4,5718,7,70,9,4789,2,3553,4,4698,6,,
473,5,458,1,5234,1,2705,8,5258,4,3537,5,,,,,,
474,5,4597,2,2153,2,3911,4,5296,5,4968,1,593,3,,,,
475,5,4973,5,2069,1,2182,7,5723,4,1975,5,4646,6,1796,4,,
476,5,5088,8,1472,8,2717,2,3574,5,45,0,269,5,5557,5,,
477,5,1892,0,3711,7,3546,0,518,1,1494,7,3504,4,1056,1,,
478,5,3046,3,3035,1,3060,1,3629,1,3056,2,556,1,3068,4,,
479,5,3925,0,2998,5,3583,3,4583,8,614,5,5238,3,,,,
480,5,3590,1,5390,2,97,6,4619,8,3967,1,551,1,,,,
481,5,3042,9,3063,1,583,5,4163,1,539,2,3987,4,3034,9,,
482,5,5323,1,3534,1,1505,5,129,1,1028,0,2005,2,4659,2,,
483,5,152,2,3460,5,4025,1,2131,2,4955,2,,,,,,
484,5,2734,2,4700,1,992,4,3492,3,5411,5,155,1,1773,2,,
485,5,4612,7,3069,1,3043,3,472,1,3995,3,1784,0,568,3,,
486,5,3070,1,3065,1,3064,3,4147,9,422,7,4696,2,3624,8,,
487,5,3933,1,410,9,439,2,4954,1,503,2,2168,0,,,,
488,5,3739,1,4026,7,606,5,4074,3,136,2,585,8,451,4,,
489,5,3609,8,5400,9,4606,3,4781,6,2076,9,4027,5,,,,
490,5,4672,7,4745,6,3522,7,2657,8,1851,4,100,9,103,4,,
491,5,2822,2,5736,3,412,7,484,5,3667,2,3455,8,,,,
492,5,2041,2,3041,0,3058,5,5241,2,506,2,3067,2,3072,0,,
493,5,1937,8,2736,9,2644,8,160,3,2685,8,3633,0,1050,7,,
494,5,3061,2,4714,3,5714,5,548,2,3055,1,3054,4,3071,3,,
495,5,4698,7,1976,5,1796,6,2702,8,4061,1,2155,8,4671,1,,
496,5,4651,1,605,1,204,4,1450,9,4054,2,,,,,,
497,5,5367,1,3066,4,2078,8,2673,0,4051,8,5733,1,595,2,,
498,5,2176,9,1989,3,5324,3,1965,2,2069,5,1892,5,,,,
499,5,4163,6,4581,1,3048,9,3052,1,5430,5,3041,5,3020,9,,
500,5,4028,5,470,1,5088,5,2153,7,5378,4,518,2,,,,
501,5,1056,0,5360,1,4674,6,1494,0,3504,2,1975,1,5723,5,,
502,5,4064,5,3629,3,458,2,3062,4,593,5,556,2,3046,7,,
503,5,5718,2,5333,2,2717,0,,,,,,,,,,
504,5,3590,0,3537,2,5234,1,3961,0,4597,0,,,,,,
505,5,3711,8,989,3,5390,3,118,3,97,9,3553,4,3967,6,,
506,5,3057,6,570,4,3033,7,583,3,3035,2,3024,5,3073,5,,
507,5,551,0,3060,0,3042,9,3066,5,3696,8,3034,9,1874,4,,
508,5,1773,5,3460,8,5323,5,269,7,3583,5,4955,5,3546,8,,
509,5,433,1,3059,3,3987,0,4025,4,2673,0,528,1,3995,6,,
510,5,568,1,4696,2,3961,2,3624,1,472,0,3037,4,3043,2,,
511,5,5411,5,992,5,4147,5,1028,8,1473,2,4190,6,,,,
512,5,2005,6,4659,8,2182,9,4962,5,2040,2,1494,9,5557,8,,
513,5,122,6,2734,2,4074,0,1053,7,3492,3,155,5,3590,3,,
514,5,585,7,3936,1,2657,7,606,8,4700,0,2998,7,451,9,,
515,5,4606,8,5360,9,5400,8,4672,5,4618,7,1505,9,2076,4,,
516,5,2822,5,1948,8,160,4,3522,8,4580,5,103,5,3667,2,,
517,5,1937,4,410,2,4745,4,3933,2,3523,2,4074,2,4954,4,,
518,5,4671,6,4061,6,2155,6,484,5,2644,7,3455,8,1050,7,,
519,5,1976,6,4698,8,204,3,4196,5,4651,2,4705,3,2069,6,,
520,5,4597,0,5296,3,2098,2,4116,9,5538,1,4968,7,5258,2,,
521,5,5088,2,518,5,2717,1,5723,8,5378,5,1975,3,1056,4,,
522,5,3058,4,3046,1,1507,4,3057,1,4064,5,460,0,556,5,,
523,5,2702,8,5333,5,5718,7,2048,2,3553,4,4597,3,3020,3,,
524,5,2078,7,4163,2,3048,1,3624,2,,,,,,,,
525,5,3739,2,4027,3,422,8,3068,1,3064,2,3070,0,2041,0,,
526,5,3071,4,5706,1,3041,3,3068,0,5430,3,504,0,458,0,,
527,5,2153,9,3537,5,989,5,1955,2,52,5,1773,4,5731,9,,
528,5,5323,8,3460,3,3708,2,3711,9,3633,3,118,5,3546,2,,
529,5,5390,3,4955,5,3504,0,4628,5,4028,5,2736,7,1048,8,,
530,5,3052,2,3520,4,117,4,583,2,3066,5,,,,,,
531,5,3035,1,5427,1,4051,7,3062,2,626,7,,,,,,
532,5,269,8,1028,8,4147,6,992,7,5411,5,1892,2,3995,3,,
533,5,3936,2,3961,2,4037,2,2673,2,4190,3,4696,2,3046,8,,
534,5,989,0,504,0,118,0,3633,0,5390,0,3546,0,,,,
535,5,2182,4,4672,5,4962,4,5400,3,5360,2,4647,3,,,,
536,5,472,2,3043,1,3077,0,1053,2,440,1,3033,1,,,,
537,5,122,0,2040,7,606,6,3629,5,451,7,2667,9,1927,9,,
538,5,103,6,3667,4,1937,3,3590,6,3522,7,2076,7,4580,5,,
539,5,160,2,1505,9,4606,3,4973,8,4671,3,3455,8,1050,1,,
540,5,4074,3,4745,7,491,4,506,2,2700,5,3533,1,,,,
541,5,528,1,3077,5,1179,2,5538,4,,,,,,,,
542,5,3033,2,5296,8,3944,6,204,5,4968,6,569,5,,,,
543,5,2041,4,595,5,1450,9,605,2,5241,2,5324,5,5714,1,,
544,5,3526,7,2669,3,5431,5,487,9,4577,6,102,9,1064,5,,
545,5,4116,5,4714,3,3523,2,2732,5,4651,2,523,0,1785,5,,
546,5,4618,7,3703,8,3616,8,1948,5,5088,5,2155,3,1056,7,,
547,5,3060,0,3053,2,3078,2,,,,,,,,,,
548,5,3048,2,3073,5,3076,3,3064,5,565,5,,,,,,
549,5,1507,3,556,2,3057,0,3624,2,4064,3,4163,4,3056,2,,
550,5,122,5,460,1,2048,2,585,2,3020,0,,,,,,
551,5,1976,4,5718,7,2702,6,5723,9,3717,4,1065,0,1975,3,,
552,5,1015,1,256,0,4027,5,2717,2,2078,9,518,5,3933,1,,
553,5,5323,9,1831,5,1048,6,4789,5,3711,9,4628,5,,,,
554,5,3068,5,3043,0,4088,6,422,3,3520,1,5706,2,3054,1,,
555,5,583,7,5436,0,626,8,3069,3,496,1,3058,8,3643,2,,
556,5,4698,1,4196,1,5557,7,2740,1,2069,5,2822,2,4061,2,,
557,5,577,6,3061,1,485,7,506,1,3067,3,3065,1,3054,1,,
558,5,3080,2,256,6,4051,8,433,7,3062,2,5427,2,3052,2,,
559,5,2009,2,3556,5,5234,2,136,8,3073,1,3074,0,3696,5,,
560,5,4028,0,1955,2,2711,2,,,,,,,,,,
561,5,2040,3,3936,0,2673,4,4190,3,3043,7,3708,5,4696,5,,
562,5,1927,5,63,8,3553,2,5411,4,1786,1,5400,8,1892,1,,
563,5,1937,6,606,4,3522,7,148,6,269,4,1028,7,2667,0,,
564,5,5360,9,4973,5,3455,5,2076,2,4962,5,4672,7,5569,5,,
565,5,3995,5,1858,7,523,2,574,1,1053,2,992,5,4700,0,,
566,5,506,1,5668,8,528,2,3081,8,3037,5,5733,6,,,,
567,5,3667,0,1450,2,5324,1,3447,2,1065,7,4020,2,3944,3,,
568,5,569,3,1050,4,3526,4,3500,8,4606,2,160,4,2172,9,,
569,5,3629,3,4037,2,3961,1,3033,0,472,1,2041,5,3070,1,,
570,5,487,6,3590,7,4577,8,491,1,5714,1,102,5,,,,
571,5,5414,9,1975,5,3717,9,2644,9,2702,8,2155,7,1948,6,,
572,5,1179,0,4163,3,4581,0,3060,1,605,0,3082,0,460,1,,
573,5,3086,2,3933,2,4064,6,3083,2,3076,5,1507,2,5727,9,,
574,5,3073,5,2633,1,2732,3,4027,4,3547,7,,,,,,
575,5,2626,2,4651,5,4789,1,3583,3,,,,,,,,
576,5,3057,9,112,7,3077,3,3624,5,3053,2,3064,7,,,,
577,5,1507,0,3076,0,3083,0,3624,0,4581,0,605,0,3060,0,,
578,5,118,7,3633,9,4628,7,3730,2,3616,9,3711,7,1048,5,,
579,5,3068,1,3432,2,3087,1,440,0,3071,1,3054,2,,,,
580,5,3061,1,2009,1,422,1,3056,0,3533,3,496,2,3058,6,,
581,5,3062,7,3069,5,626,9,3085,2,3643,3,,,,,,
582,5,5436,6,256,2,485,2,117,6,136,3,3556,3,4161,5,,
583,5,2652,7,2711,8,2040,7,2620,9,1927,5,1841,7,1796,9,,
584,5,451,0,418,0,2773,0,582,0,3725,0,4651,0,2132,0,,
585,5,5557,5,1785,7,122,6,4719,6,4662,2,1955,5,4731,4,,
586,5,3696,9,3074,0,3043,5,5427,1,2673,3,3936,3,4051,7,,
587,5,5409,4,5234,1,432,1,986,2,3475,6,5706,5,,,,
588,5,148,5,1028,4,4672,0,5569,9,5360,8,4973,8,3455,9,,
589,5,4731,0,2711,0,4662,0,1467,1,5436,0,1475,0,,,,
590,5,523,3,1053,2,992,8,5538,2,506,2,3995,5,,,,
591,5,1858,0,5398,0,5411,2,5668,0,2643,4,606,3,269,5,,
592,5,85,3,4026,9,5420,9,4152,5,1937,6,5323,1,2667,5,,
593,5,5278,2,1050,5,487,5,4606,2,4577,7,505,4,4583,4,,
594,5,4773,1,2041,2,3081,7,574,7,4037,2,491,3,,,,
595,5,4147,6,63,0,3944,2,5390,3,5333,7,4196,4,1450,9,,
596,5,5714,2,3961,2,528,1,472,1,5373,3,3070,1,3082,2,,
597,5,5296,3,3465,4,585,1,2700,1,5088,4,2669,3,1811,6,,
598,5,3533,0,4968,4,2700,1,204,7,4580,4,4745,5,5241,3,,
599,5,5414,5,3526,2,2702,9,1975,8,4618,5,3596,7,2644,6,,
600,5,4672,5,1065,1,4020,2,3500,2,,,,,,,,
601,5,2663,6,2715,3,3473,5,2717,2,2172,9,160,3,,,,
602,5,1966,6,4962,5,4705,3,118,8,3717,4,1977,3,,,,
603,5,2069,0,5400,8,2822,3,3708,2,4698,7,4196,0,1831,3,,
604,5,1048,8,2014,0,486,6,4628,9,137,2,3633,4,2626,3,,
605,5,3056,2,3061,2,3069,1,3084,3,3058,5,568,3,3643,0,,
606,5,4064,6,4163,2,3057,6,586,3,3064,7,,,,,,
607,5,2674,1,3556,5,626,5,4651,3,2732,5,5241,5,569,6,,
608,5,1468,9,1927,8,1841,7,2040,6,2620,8,4719,6,5360,9,,
609,5,3054,2,4986,0,422,0,513,0,,,,,,,,
610,5,4986,4,3085,3,3053,0,485,5,2009,2,3043,8,3073,5,,
611,5,3713,2,3089,4,2673,7,5409,7,573,6,13,6,3074,0,,
612,5,1858,1,2636,3,4026,2,5411,1,2643,2,1937,3,523,2,,
613,5,3071,1,4152,1,5538,2,3091,0,3709,0,3995,1,1507,5,,
614,5,3590,5,5324,7,3629,0,3447,4,418,0,569,2,3667,3,,
615,5,204,2,5088,2,1975,4,606,4,5296,2,2659,0,1050,5,,
616,5,5557,1,5569,4,148,5,2652,0,3455,5,3616,3,,,,
617,5,3944,4,1467,8,4618,7,2667,7,5414,9,4196,5,1450,7,,
618,5,3629,2,491,1,425,1,3558,6,47,2,5668,1,136,2,,
619,5,4147,2,4577,3,4745,7,505,1,4606,7,574,7,,,,
620,5,5278,4,4583,6,5714,5,5390,2,4968,0,3576,5,,,,
621,5,4620,1,1955,5,1906,6,269,8,157,7,3475,2,,,,
622,5,2069,2,5373,1,470,2,4581,0,1053,2,1039,3,3526,2,,
623,5,558,8,3076,3,595,5,3060,1,3086,5,468,3,5706,3,,
624,5,605,5,3961,0,452,2,5290,5,3081,2,528,2,,,,
625,5,4020,5,30,1,2717,1,1065,0,3921,0,1064,0,3708,4,,
626,5,5525,9,103,5,5378,8,2153,7,3473,5,5311,1,4061,4,,
627,5,3083,3,3091,3,3000,1,3624,2,3709,2,2773,3,3082,0,,
628,5,2725,5,137,3,4705,2,1966,7,582,4,2715,5,418,3,,
629,5,3058,5,3643,1,3725,7,2102,2,3056,4,2014,3,,,,
630,5,2652,3,5360,9,4576,4,2711,2,2620,8,2040,3,1841,9,,
631,5,1831,4,1048,8,569,2,1989,7,4662,5,614,3,2674,1,,
632,5,4086,3,3061,2,626,9,5241,2,2626,7,486,8,1945,5,,
633,5,1446,8,3054,1,3084,4,5427,1,485,0,3057,2,3092,5,,
634,5,4698,5,4962,7,3504,2,1977,1,2172,6,2659,2,2005,5,,
635,5,2722,0,3043,2,4651,1,,,,,,,,,,
636,5,3520,9,2013,5,4648,3,432,8,3612,8,5258,3,5249,2,,
637,5,2643,1,1927,0,2663,7,1029,3,1858,0,2677,2,,,,
638,5,4695,8,4719,6,4646,8,3697,1,,,,,,,,
639,5,592,2,5538,2,2673,6,485,2,593,5,3071,1,,,,
640,5,3616,4,3455,4,2622,2,1954,2,5569,7,4196,2,5414,5,,
641,5,5278,2,3629,5,505,7,4745,6,47,4,574,5,4152,3,,
642,5,3590,6,2667,1,1019,7,148,8,3944,3,606,5,3667,2,,
643,5,5668,7,491,5,564,5,1179,2,1956,2,5409,9,,,,
644,5,586,1,4581,2,573,1,3651,3,523,1,,,,,,
645,5,5296,6,4618,8,5390,7,5411,8,1053,4,5088,7,4606,4,,
646,5,470,8,2069,5,1975,8,2131,8,4147,4,233,8,1050,5,,
647,5,3526,7,4965,7,1468,8,157,9,3921,1,2182,4,5371,9,,
648,5,4583,7,2124,4,2732,6,2717,3,2153,7,5373,4,1039,6,,
649,5,1050,0,1019,0,5411,0,4606,0,2069,0,3616,0,,,,
650,5,3074,4,3038,1,3098,2,468,6,3086,6,3087,2,3094,3,,
651,5,4014,7,5525,4,3713,4,1906,5,5378,8,3588,1,4061,9,,
652,5,472,2,506,1,4037,3,112,2,3090,2,3696,7,3070,3,,
653,5,3082,3,3048,0,605,8,3060,7,452,0,3000,2,528,2,,
654,5,3447,7,1065,8,30,1,1966,4,582,2,137,7,418,4,,
655,5,3058,9,2773,5,4804,4,2102,3,5311,2,3997,7,3708,8,,
656,5,1993,7,2040,6,4020,5,2620,9,4576,3,5723,9,1841,8,,
657,5,2644,0,3912,0,4061,0,3616,0,1468,0,3526,0,,,,
658,5,1831,5,3643,5,5235,8,2674,3,2014,5,2169,9,3739,3,,
659,5,569,7,2150,2,3576,8,136,7,3081,8,3725,7,3709,5,,
660,5,3070,0,3043,0,472,0,3102,0,586,0,,,,,,
661,5,3473,7,3548,8,3061,5,4582,7,3056,8,3083,2,1945,7,,
662,5,5241,2,4612,8,3048,8,4946,4,5706,2,565,6,4021,0,,
663,5,3076,7,3091,4,626,7,4086,2,3099,1,3054,5,568,8,,
664,5,3057,9,3028,1,5427,2,547,5,3101,2,3095,2,1804,0,,
665,5,2663,0,4648,1,2677,4,4651,3,5410,4,2643,5,3612,1,,
666,5,4698,3,3504,6,1977,2,2172,2,2626,0,5360,5,2652,5,,
667,5,486,1,614,0,5668,0,3944,0,2622,5,47,0,,,,
668,5,2005,9,4646,8,484,9,3585,7,4962,4,1087,9,3697,2,,
669,5,2013,5,3090,2,4084,4,5290,5,4696,7,3073,2,5727,7,,
670,5,3455,9,2711,2,5569,7,1954,3,2663,5,4196,2,3667,1,,
671,5,574,0,5278,2,5324,3,2673,2,1446,2,,,,,,
672,5,4124,4,4021,7,1852,4,3092,5,1179,2,3071,1,,,,
673,5,614,0,2622,0,1977,0,486,0,5525,0,2150,0,,,,
674,5,4965,7,4618,8,148,8,55,9,3921,4,2626,6,2667,5,,
675,5,592,2,3665,5,4581,1,564,4,573,1,1053,1,,,,
676,5,1938,7,233,2,4027,1,3651,2,574,0,1039,3,,,,
677,5,3566,3,5525,0,5378,0,157,7,30,1,3925,1,,,,
678,5,574,9,528,4,2678,4,4583,8,4616,3,606,8,,,,
679,5,1011,6,1966,5,1065,1,4667,7,2182,6,4014,3,,,,
680,5,5311,1,5373,2,2674,1,2169,6,3058,5,3082,2,3643,0,,
681,5,1831,0,2014,2,3576,1,4576,6,2040,0,1993,8,5538,1,,
682,5,3100,1,4776,5,3709,2,4780,0,3104,0,3087,2,1804,2,,
683,5,3054,4,3102,1,5241,0,4582,3,3038,2,3076,2,3083,5,,
684,5,574,0,586,0,3057,0,3097,0,3098,0,3070,0,,,,
685,5,86,4,1945,5,626,8,3091,4,3056,8,496,5,3094,3,,
686,5,1029,2,5390,1,1821,5,5296,2,523,1,5409,5,5088,5,,
687,5,3548,5,4651,1,1989,4,2040,3,4040,4,5715,8,3460,5,,
688,5,3562,1,418,0,4086,0,5706,1,4946,0,3725,0,1840,2,,
689,5,2048,1,518,0,3708,1,4040,1,3997,2,137,4,3461,5,,
690,5,5360,0,3596,9,484,8,5378,4,4698,2,4648,3,2677,4,,
691,5,4696,6,3612,2,547,1,3520,1,4612,8,3048,6,3057,1,,
692,5,3466,5,3504,7,5569,9,2652,5,2711,0,3697,8,1029,2,,
693,5,4021,2,418,0,1446,6,47,7,5668,5,5315,5,3071,4,,
694,5,1977,4,3708,4,1087,9,3944,2,2135,2,5411,4,1050,5,,
695,5,3717,0,5235,2,5723,2,1467,2,2620,7,2137,8,1841,3,,
696,5,3103,1,5427,1,573,1,4084,2,3073,9,,,,,,
697,5,1179,3,3495,9,1852,2,4581,4,2673,2,2143,5,,,,
698,5,3629,2,3447,8,1906,2,2102,3,582,0,418,0,5437,1,,
699,5,2005,9,3455,7,4962,2,1975,5,55,9,5557,5,,,,
700,5,3090,0,564,0,2136,2,3101,5,4124,6,4089,9,3665,7,,
701,5,4974,9,2636,8,148,9,1019,9,3921,5,2667,7,2176,4,,
702,5,2626,5,1938,9,1053,2,4027,3,233,6,4662,2,4061,5,,
703,5,4196,1,4965,2,3566,5,157,6,30,2,2653,3,1844,7,,
704,5,3980,4,4583,4,4616,7,606,6,2678,4,3925,1,1039,8,,
705,5,13,5,2674,0,3096,2,485,3,3558,7,5253,9,592,1,,
706,5,5723,6,3616,9,5318,8,1966,9,2644,8,3912,5,3632,9,,
707,5,3058,4,3643,1,3576,7,2014,2,5538,0,5721,6,2732,8,,
708,5,1954,1,5324,1,2746,8,4606,2,2069,2,2663,2,4196,0,,
709,5,1065,9,4576,5,4582,5,491,2,2116,8,4080,6,5241,2,,
710,5,1804,8,3038,2,3104,5,3097,2,3709,6,4086,2,3054,5,,
711,5,1056,5,2773,5,5088,8,2674,1,5296,2,1061,9,2658,4,,
712,5,4040,1,3423,6,5390,2,3548,2,4651,2,3460,5,3562,0,,
713,5,5409,0,3083,2,3056,4,3106,0,4001,1,3723,2,634,6,,
714,5,3100,5,5706,1,3102,2,3049,9,4612,7,2013,5,,,,
715,5,4946,3,3048,5,547,2,3520,5,1030,5,137,4,3562,0,,
716,5,2172,3,5378,4,5411,1,2690,1,5409,2,1050,1,1029,2,,
717,5,2040,6,4020,0,5715,2,5372,1,4698,7,4654,2,2677,2,,
718,5,3997,3,2153,7,2622,7,3944,1,1071,5,614,4,1840,8,,
719,5,3082,6,4021,7,3071,2,3073,8,3106,4,573,7,5427,2,,
720,5,5668,1,3495,9,2102,8,3629,4,3094,2,1179,4,2143,8,,
721,5,3708,0,3974,2,486,2,5290,5,569,4,,,,,,
722,5,3101,5,5303,1,3057,0,3103,2,3606,2,3076,4,3095,0,,
723,5,5569,9,1975,5,2620,7,55,7,2005,9,1841,8,,,,
724,5,4696,4,4027,4,3447,9,2673,3,1859,8,1053,2,5278,6,,
725,5,5396,7,5437,3,5315,2,4061,6,518,6,233,1,3921,3,,
726,5,1833,2,1852,0,4594,2,3733,2,2136,2,564,4,3087,3,,
727,5,4962,9,148,7,1938,8,3599,8,2653,7,4196,1,3566,2,,
728,5,2150,5,4965,9,3980,2,2678,8,47,8,3708,4,4583,9,,
729,5,4974,5,485,1,30,1,3925,1,606,5,3418,2,,,,
730,5,3070,3,13,9,3095,2,3090,2,3096,1,3107,3,,,,
731,5,1039,2,3616,8,3632,4,5723,7,1966,1,2644,5,4020,3,,
732,5,3596,7,484,4,1989,6,3466,1,2069,1,2690,0,4014,1,,
733,5,2014,3,4606,3,4691,7,1019,2,1954,5,5311,2,2746,5,,
734,5,2646,8,3643,3,3058,1,4616,4,4582,2,5538,2,,,,
